genome,text_length,pattern_length,k,source_start,source_found,algorithm_key,algorithm,runtime_sec,num_matches,matches_preview
GCF_000005845.2,8000,48,2,2666,True,suffix_tree,Suffix Tree with Backtracking,0.025295419998656143,1,[2666]
GCF_000008865.2,1000,12,0,333,True,brute_force,Brute Force with k mismatches,0.00017132399989350233,1,[333]
GCF_000008865.2,1000,12,0,333,True,rabin_karp,Rabin-Karp with Verification,0.0005615330010186881,1,[333]
GCF_000008865.2,1000,12,0,333,True,kmp,KMP-based Filtering + Verification,8.737300049688201e-05,1,[333]
GCF_000008865.2,1000,12,0,333,True,boyer_moore,Boyer-Moore with Verification,7.1798000135459e-05,1,[333]
GCF_000008865.2,1000,12,0,333,True,suffix_array,Suffix Array with Candidate Verification,0.000530593000803492,1,[333]
GCF_000008865.2,1000,12,0,333,True,suffix_tree,Suffix Tree with Backtracking,0.002714778998779366,1,[333]
GCF_000008865.2,1000,12,1,333,True,brute_force,Brute Force with k mismatches,0.00025527500110911205,1,[333]
GCF_000008865.2,1000,12,1,333,True,rabin_karp,Rabin-Karp with Verification,0.0010602089987514773,1,[333]
GCF_000008865.2,1000,12,1,333,True,kmp,KMP-based Filtering + Verification,0.00018375600120634772,1,[333]
GCF_000008865.2,1000,12,1,333,True,boyer_moore,Boyer-Moore with Verification,0.00018808599998010322,1,[333]
GCF_000008865.2,1000,12,1,333,True,suffix_array,Suffix Array with Candidate Verification,0.000586189000387094,1,[333]
GCF_000008865.2,1000,12,1,333,True,suffix_tree,Suffix Tree with Backtracking,0.00345524799922714,1,[333]
GCF_000008865.2,1000,12,2,333,True,brute_force,Brute Force with k mismatches,0.0003339869999763323,1,[333]
GCF_000008865.2,1000,12,2,333,True,rabin_karp,Rabin-Karp with Verification,0.0009128419987973757,1,[333]
GCF_000008865.2,1000,12,2,333,True,kmp,KMP-based Filtering + Verification,0.00025457599986111745,1,[333]
GCF_000008865.2,1000,12,2,333,True,boyer_moore,Boyer-Moore with Verification,0.00039649599966651294,1,[333]
GCF_000008865.2,1000,12,2,333,True,suffix_array,Suffix Array with Candidate Verification,0.0006190839994815178,1,[333]
GCF_000008865.2,1000,12,2,333,True,suffix_tree,Suffix Tree with Backtracking,0.0027450199995655566,1,[333]
GCF_000008865.2,1000,24,0,333,True,brute_force,Brute Force with k mismatches,0.00017271999968215823,1,[333]
GCF_000008865.2,1000,24,0,333,True,rabin_karp,Rabin-Karp with Verification,0.0006944439992366824,1,[333]
GCF_000008865.2,1000,24,0,333,True,kmp,KMP-based Filtering + Verification,8.988800072984304e-05,1,[333]
GCF_000008865.2,1000,24,0,333,True,boyer_moore,Boyer-Moore with Verification,0.00016825099919515196,1,[333]
GCF_000008865.2,1000,24,0,333,True,suffix_array,Suffix Array with Candidate Verification,0.00037973400139890146,1,[333]
GCF_000008865.2,1000,24,0,333,True,suffix_tree,Suffix Tree with Backtracking,0.003096538001045701,1,[333]
GCF_000008865.2,1000,24,1,333,True,brute_force,Brute Force with k mismatches,0.0002519919999031117,1,[333]
GCF_000008865.2,1000,24,1,333,True,rabin_karp,Rabin-Karp with Verification,0.0010081069995067082,1,[333]
GCF_000008865.2,1000,24,1,333,True,kmp,KMP-based Filtering + Verification,0.00017062500046449713,1,[333]
GCF_000008865.2,1000,24,1,333,True,boyer_moore,Boyer-Moore with Verification,0.0002610020001156954,1,[333]
GCF_000008865.2,1000,24,1,333,True,suffix_array,Suffix Array with Candidate Verification,0.0005564350012718933,1,[333]
GCF_000008865.2,1000,24,1,333,True,suffix_tree,Suffix Tree with Backtracking,0.002689356000701082,1,[333]
GCF_000008865.2,1000,24,2,333,True,brute_force,Brute Force with k mismatches,0.0003528439992805943,1,[333]
GCF_000008865.2,1000,24,2,333,True,rabin_karp,Rabin-Karp with Verification,0.0011380140003893757,1,[333]
GCF_000008865.2,1000,24,2,333,True,kmp,KMP-based Filtering + Verification,0.0002642839990585344,1,[333]
GCF_000008865.2,1000,24,2,333,True,boyer_moore,Boyer-Moore with Verification,0.000372260001313407,1,[333]
GCF_000008865.2,1000,24,2,333,True,suffix_array,Suffix Array with Candidate Verification,0.00064988400117727,1,[333]
GCF_000008865.2,1000,24,2,333,True,suffix_tree,Suffix Tree with Backtracking,0.0027693249994626967,1,[333]
GCF_000008865.2,1000,48,0,333,True,brute_force,Brute Force with k mismatches,0.000178447000507731,1,[333]
GCF_000008865.2,1000,48,0,333,True,rabin_karp,Rabin-Karp with Verification,0.0008241420000558719,1,[333]
GCF_000008865.2,1000,48,0,333,True,kmp,KMP-based Filtering + Verification,0.00010252900028717704,1,[333]
GCF_000008865.2,1000,48,0,333,True,boyer_moore,Boyer-Moore with Verification,0.00012403999971866142,1,[333]
GCF_000008865.2,1000,48,0,333,True,suffix_array,Suffix Array with Candidate Verification,0.0003846929994324455,1,[333]
GCF_000008865.2,1000,48,0,333,True,suffix_tree,Suffix Tree with Backtracking,0.003323734999867156,1,[333]
GCF_000008865.2,1000,48,1,333,True,brute_force,Brute Force with k mismatches,0.00026602999969327357,1,[333]
GCF_000008865.2,1000,48,1,333,True,rabin_karp,Rabin-Karp with Verification,0.0010936640010186238,1,[333]
GCF_000008865.2,1000,48,1,333,True,kmp,KMP-based Filtering + Verification,0.00018326700046600308,1,[333]
GCF_000008865.2,1000,48,1,333,True,boyer_moore,Boyer-Moore with Verification,0.000299624000035692,1,[333]
GCF_000008865.2,1000,48,1,333,True,suffix_array,Suffix Array with Candidate Verification,0.0005164860012882855,1,[333]
GCF_000008865.2,1000,48,1,333,True,suffix_tree,Suffix Tree with Backtracking,0.0027030450000893325,1,[333]
GCF_000008865.2,1000,48,2,333,True,brute_force,Brute Force with k mismatches,0.0003395750009076437,1,[333]
GCF_000008865.2,1000,48,2,333,True,rabin_karp,Rabin-Karp with Verification,0.0011865540000144392,1,[333]
GCF_000008865.2,1000,48,2,333,True,kmp,KMP-based Filtering + Verification,0.0002633759995660512,1,[333]
GCF_000008865.2,1000,48,2,333,True,boyer_moore,Boyer-Moore with Verification,0.00032812000063131563,1,[333]
GCF_000008865.2,1000,48,2,333,True,suffix_array,Suffix Array with Candidate Verification,0.0005941500003245892,1,[333]
GCF_000008865.2,1000,48,2,333,True,suffix_tree,Suffix Tree with Backtracking,0.0034199780002381885,1,[333]
GCF_000008865.2,2000,12,0,666,True,brute_force,Brute Force with k mismatches,0.00035214600029576104,1,[666]
GCF_000008865.2,2000,12,0,666,True,rabin_karp,Rabin-Karp with Verification,0.0010908699987339787,1,[666]
GCF_000008865.2,2000,12,0,666,True,kmp,KMP-based Filtering + Verification,0.0001757240006554639,1,[666]
GCF_000008865.2,2000,12,0,666,True,boyer_moore,Boyer-Moore with Verification,0.00022712800091539975,1,[666]
GCF_000008865.2,2000,12,0,666,True,suffix_array,Suffix Array with Candidate Verification,0.0009953959997801576,1,[666]
GCF_000008865.2,2000,12,0,666,True,suffix_tree,Suffix Tree with Backtracking,0.00530314199932036,1,[666]
GCF_000008865.2,2000,12,1,666,True,brute_force,Brute Force with k mismatches,0.0005185800000617746,1,[666]
GCF_000008865.2,2000,12,1,666,True,rabin_karp,Rabin-Karp with Verification,0.0016856490001373459,1,[666]
GCF_000008865.2,2000,12,1,666,True,kmp,KMP-based Filtering + Verification,0.0003515879998303717,1,[666]
GCF_000008865.2,2000,12,1,666,True,boyer_moore,Boyer-Moore with Verification,0.0005412089994933922,1,[666]
GCF_000008865.2,2000,12,1,666,True,suffix_array,Suffix Array with Candidate Verification,0.0011541469993971987,1,[666]
GCF_000008865.2,2000,12,1,666,True,suffix_tree,Suffix Tree with Backtracking,0.006048431001545396,1,[666]
GCF_000008865.2,2000,12,2,666,True,brute_force,Brute Force with k mismatches,0.0007161650009948062,1,[666]
GCF_000008865.2,2000,12,2,666,True,rabin_karp,Rabin-Karp with Verification,0.0019331009989400627,1,[666]
GCF_000008865.2,2000,12,2,666,True,kmp,KMP-based Filtering + Verification,0.0005450509997899644,1,[666]
GCF_000008865.2,2000,12,2,666,True,boyer_moore,Boyer-Moore with Verification,0.0008567590011807624,1,[666]
GCF_000008865.2,2000,12,2,666,True,suffix_array,Suffix Array with Candidate Verification,0.0014015300002938602,1,[666]
GCF_000008865.2,2000,12,2,666,True,suffix_tree,Suffix Tree with Backtracking,0.007255589000124019,1,[666]
GCF_000008865.2,2000,24,0,666,True,brute_force,Brute Force with k mismatches,0.0003157580013066763,1,[666]
GCF_000008865.2,2000,24,0,666,True,rabin_karp,Rabin-Karp with Verification,0.0012774189999618102,1,[666]
GCF_000008865.2,2000,24,0,666,True,kmp,KMP-based Filtering + Verification,0.00015567900118185207,1,[666]
GCF_000008865.2,2000,24,0,666,True,boyer_moore,Boyer-Moore with Verification,0.00019122899902868085,1,[666]
GCF_000008865.2,2000,24,0,666,True,suffix_array,Suffix Array with Candidate Verification,0.0010336689992982429,1,[666]
GCF_000008865.2,2000,24,0,666,True,suffix_tree,Suffix Tree with Backtracking,0.004956653001499944,1,[666]
GCF_000008865.2,2000,24,1,666,True,brute_force,Brute Force with k mismatches,0.0004234550015098648,1,[666]
GCF_000008865.2,2000,24,1,666,True,rabin_karp,Rabin-Karp with Verification,0.001678594999248162,1,[666]
GCF_000008865.2,2000,24,1,666,True,kmp,KMP-based Filtering + Verification,0.00030158000117808115,1,[666]
GCF_000008865.2,2000,24,1,666,True,boyer_moore,Boyer-Moore with Verification,0.0003694669994729338,1,[666]
GCF_000008865.2,2000,24,1,666,True,suffix_array,Suffix Array with Candidate Verification,0.0010747369997261558,1,[666]
GCF_000008865.2,2000,24,1,666,True,suffix_tree,Suffix Tree with Backtracking,0.004969992998667294,1,[666]
GCF_000008865.2,2000,24,2,666,True,brute_force,Brute Force with k mismatches,0.0007610040011059027,1,[666]
GCF_000008865.2,2000,24,2,666,True,rabin_karp,Rabin-Karp with Verification,0.0021253779996186495,1,[666]
GCF_000008865.2,2000,24,2,666,True,kmp,KMP-based Filtering + Verification,0.00046130999908200465,1,[666]
GCF_000008865.2,2000,24,2,666,True,boyer_moore,Boyer-Moore with Verification,0.0004675959989981493,1,[666]
GCF_000008865.2,2000,24,2,666,True,suffix_array,Suffix Array with Candidate Verification,0.0013831609994667815,1,[666]
GCF_000008865.2,2000,24,2,666,True,suffix_tree,Suffix Tree with Backtracking,0.08580005599833385,1,[666]
GCF_000008865.2,2000,48,0,666,True,brute_force,Brute Force with k mismatches,0.0003047930003958754,1,[666]
GCF_000008865.2,2000,48,0,666,True,rabin_karp,Rabin-Karp with Verification,0.0015041980004752986,1,[666]
GCF_000008865.2,2000,48,0,666,True,kmp,KMP-based Filtering + Verification,0.00017258099978789687,1,[666]
GCF_000008865.2,2000,48,0,666,True,boyer_moore,Boyer-Moore with Verification,0.00024521700106561184,1,[666]
GCF_000008865.2,2000,48,0,666,True,suffix_array,Suffix Array with Candidate Verification,0.0012303459989198018,1,[666]
GCF_000008865.2,2000,48,0,666,True,suffix_tree,Suffix Tree with Backtracking,0.006431935998989502,1,[666]
GCF_000008865.2,2000,48,1,666,True,brute_force,Brute Force with k mismatches,0.0005389050002122531,1,[666]
GCF_000008865.2,2000,48,1,666,True,rabin_karp,Rabin-Karp with Verification,0.0022763069991924567,1,[666]
GCF_000008865.2,2000,48,1,666,True,kmp,KMP-based Filtering + Verification,0.00035703499997907784,1,[666]
GCF_000008865.2,2000,48,1,666,True,boyer_moore,Boyer-Moore with Verification,0.0005086629989818903,1,[666]
GCF_000008865.2,2000,48,1,666,True,suffix_array,Suffix Array with Candidate Verification,0.0012656859998969594,1,[666]
GCF_000008865.2,2000,48,1,666,True,suffix_tree,Suffix Tree with Backtracking,0.006525525001052301,1,[666]
GCF_000008865.2,2000,48,2,666,True,brute_force,Brute Force with k mismatches,0.0007688259993301472,1,[666]
GCF_000008865.2,2000,48,2,666,True,rabin_karp,Rabin-Karp with Verification,0.0028891050005768193,1,[666]
GCF_000008865.2,2000,48,2,666,True,kmp,KMP-based Filtering + Verification,0.0005667719997290988,1,[666]
GCF_000008865.2,2000,48,2,666,True,boyer_moore,Boyer-Moore with Verification,0.0005413489998318255,1,[666]
GCF_000008865.2,2000,48,2,666,True,suffix_array,Suffix Array with Candidate Verification,0.0016978019993985072,1,[666]
GCF_000008865.2,2000,48,2,666,True,suffix_tree,Suffix Tree with Backtracking,0.006561563999639475,1,[666]
GCF_000008865.2,4000,12,0,1333,True,brute_force,Brute Force with k mismatches,0.0007459179996658349,1,[1333]
GCF_000008865.2,4000,12,0,1333,True,rabin_karp,Rabin-Karp with Verification,0.002255843999591889,1,[1333]
GCF_000008865.2,4000,12,0,1333,True,kmp,KMP-based Filtering + Verification,0.0003503299994918052,1,[1333]
GCF_000008865.2,4000,12,0,1333,True,boyer_moore,Boyer-Moore with Verification,0.0006503730000986252,1,[1333]
GCF_000008865.2,4000,12,0,1333,True,suffix_array,Suffix Array with Candidate Verification,0.002704721000554855,1,[1333]
GCF_000008865.2,4000,12,0,1333,True,suffix_tree,Suffix Tree with Backtracking,0.01441214099941135,1,[1333]
GCF_000008865.2,4000,12,1,1333,True,brute_force,Brute Force with k mismatches,0.0010593010010779835,1,[1333]
GCF_000008865.2,4000,12,1,1333,True,rabin_karp,Rabin-Karp with Verification,0.003495199000099092,1,[1333]
GCF_000008865.2,4000,12,1,1333,True,kmp,KMP-based Filtering + Verification,0.0006976569984544767,1,[1333]
GCF_000008865.2,4000,12,1,1333,True,boyer_moore,Boyer-Moore with Verification,0.0009848489989963127,1,[1333]
GCF_000008865.2,4000,12,1,1333,True,suffix_array,Suffix Array with Candidate Verification,0.002998828000272624,1,[1333]
GCF_000008865.2,4000,12,1,1333,True,suffix_tree,Suffix Tree with Backtracking,0.012423166999724344,1,[1333]
GCF_000008865.2,4000,12,2,1333,True,brute_force,Brute Force with k mismatches,0.0014836640002613422,1,[1333]
GCF_000008865.2,4000,12,2,1333,True,rabin_karp,Rabin-Karp with Verification,0.003995340999608743,1,[1333]
GCF_000008865.2,4000,12,2,1333,True,kmp,KMP-based Filtering + Verification,0.0010488250009075273,1,[1333]
GCF_000008865.2,4000,12,2,1333,True,boyer_moore,Boyer-Moore with Verification,0.0016931230002228403,1,[1333]
GCF_000008865.2,4000,12,2,1333,True,suffix_array,Suffix Array with Candidate Verification,0.003616026000599959,1,[1333]
GCF_000008865.2,4000,12,2,1333,True,suffix_tree,Suffix Tree with Backtracking,0.01208415000110108,1,[1333]
GCF_000008865.2,4000,24,0,1333,True,brute_force,Brute Force with k mismatches,0.0007378159989457345,1,[1333]
GCF_000008865.2,4000,24,0,1333,True,rabin_karp,Rabin-Karp with Verification,0.0027904170001420425,1,[1333]
GCF_000008865.2,4000,24,0,1333,True,kmp,KMP-based Filtering + Verification,0.0003099610003118869,1,[1333]
GCF_000008865.2,4000,24,0,1333,True,boyer_moore,Boyer-Moore with Verification,0.0002987160005432088,1,[1333]
GCF_000008865.2,4000,24,0,1333,True,suffix_array,Suffix Array with Candidate Verification,0.002869898000426474,1,[1333]
GCF_000008865.2,4000,24,0,1333,True,suffix_tree,Suffix Tree with Backtracking,0.01249133199962671,1,[1333]
GCF_000008865.2,4000,24,1,1333,True,brute_force,Brute Force with k mismatches,0.0010240310002700426,1,[1333]
GCF_000008865.2,4000,24,1,1333,True,rabin_karp,Rabin-Karp with Verification,0.0041443150003033224,1,[1333]
GCF_000008865.2,4000,24,1,1333,True,kmp,KMP-based Filtering + Verification,0.0007000320001679938,1,[1333]
GCF_000008865.2,4000,24,1,1333,True,boyer_moore,Boyer-Moore with Verification,0.0009407790003024274,1,[1333]
GCF_000008865.2,4000,24,1,1333,True,suffix_array,Suffix Array with Candidate Verification,0.0033498569991934346,1,[1333]
GCF_000008865.2,4000,24,1,1333,True,suffix_tree,Suffix Tree with Backtracking,0.01232769099988218,1,[1333]
GCF_000008865.2,4000,24,2,1333,True,brute_force,Brute Force with k mismatches,0.0014901600006851368,1,[1333]
GCF_000008865.2,4000,24,2,1333,True,rabin_karp,Rabin-Karp with Verification,0.004411042998981429,1,[1333]
GCF_000008865.2,4000,24,2,1333,True,kmp,KMP-based Filtering + Verification,0.0010742470003606286,1,[1333]
GCF_000008865.2,4000,24,2,1333,True,boyer_moore,Boyer-Moore with Verification,0.0012312540002312744,1,[1333]
GCF_000008865.2,4000,24,2,1333,True,suffix_array,Suffix Array with Candidate Verification,0.0034935220010083867,1,[1333]
GCF_000008865.2,4000,24,2,1333,True,suffix_tree,Suffix Tree with Backtracking,0.0974554429994896,1,[1333]
GCF_000008865.2,4000,48,0,1333,True,brute_force,Brute Force with k mismatches,0.0008128970002871938,1,[1333]
GCF_000008865.2,4000,48,0,1333,True,rabin_karp,Rabin-Karp with Verification,0.004273663000276429,1,[1333]
GCF_000008865.2,4000,48,0,1333,True,kmp,KMP-based Filtering + Verification,0.0003309839994471986,1,[1333]
GCF_000008865.2,4000,48,0,1333,True,boyer_moore,Boyer-Moore with Verification,0.0002612110001791734,1,[1333]
GCF_000008865.2,4000,48,0,1333,True,suffix_array,Suffix Array with Candidate Verification,0.003368084999237908,1,[1333]
GCF_000008865.2,4000,48,0,1333,True,suffix_tree,Suffix Tree with Backtracking,0.01376532999893243,1,[1333]
GCF_000008865.2,4000,48,1,1333,True,brute_force,Brute Force with k mismatches,0.0010319929988327203,1,[1333]
GCF_000008865.2,4000,48,1,1333,True,rabin_karp,Rabin-Karp with Verification,0.004424942000696319,1,[1333]
GCF_000008865.2,4000,48,1,1333,True,kmp,KMP-based Filtering + Verification,0.0007258739988174057,1,[1333]
GCF_000008865.2,4000,48,1,1333,True,boyer_moore,Boyer-Moore with Verification,0.0005410000012489036,1,[1333]
GCF_000008865.2,4000,48,1,1333,True,suffix_array,Suffix Array with Candidate Verification,0.004019088000859483,1,[1333]
GCF_000008865.2,4000,48,1,1333,True,suffix_tree,Suffix Tree with Backtracking,0.015413892999276868,1,[1333]
GCF_000008865.2,4000,48,2,1333,True,brute_force,Brute Force with k mismatches,0.0014166159999149386,1,[1333]
GCF_000008865.2,4000,48,2,1333,True,rabin_karp,Rabin-Karp with Verification,0.005412235999756376,1,[1333]
GCF_000008865.2,4000,48,2,1333,True,kmp,KMP-based Filtering + Verification,0.0010598600001685554,1,[1333]
GCF_000008865.2,4000,48,2,1333,True,boyer_moore,Boyer-Moore with Verification,0.0009250639996025711,1,[1333]
GCF_000008865.2,4000,48,2,1333,True,suffix_array,Suffix Array with Candidate Verification,0.005425016999652144,1,[1333]
GCF_000008865.2,4000,48,2,1333,True,suffix_tree,Suffix Tree with Backtracking,0.012463814999136957,1,[1333]
GCF_000008865.2,8000,12,0,2666,True,brute_force,Brute Force with k mismatches,0.0014543999986926792,1,[2666]
GCF_000008865.2,8000,12,0,2666,True,rabin_karp,Rabin-Karp with Verification,0.00448842899822921,1,[2666]
GCF_000008865.2,8000,12,0,2666,True,kmp,KMP-based Filtering + Verification,0.0006387789999280358,1,[2666]
GCF_000008865.2,8000,12,0,2666,True,boyer_moore,Boyer-Moore with Verification,0.0007598169995617354,1,[2666]
GCF_000008865.2,8000,12,0,2666,True,suffix_array,Suffix Array with Candidate Verification,0.008681633000378497,1,[2666]
GCF_000008865.2,8000,12,0,2666,True,suffix_tree,Suffix Tree with Backtracking,0.02451527900120709,1,[2666]
GCF_000008865.2,8000,12,1,2666,True,brute_force,Brute Force with k mismatches,0.00212300199927995,2,"[935, 2666]"
GCF_000008865.2,8000,12,1,2666,True,rabin_karp,Rabin-Karp with Verification,0.007108780000635306,2,"[935, 2666]"
GCF_000008865.2,8000,12,1,2666,True,kmp,KMP-based Filtering + Verification,0.0013928689986641984,2,"[935, 2666]"
GCF_000008865.2,8000,12,1,2666,True,boyer_moore,Boyer-Moore with Verification,0.0014791950015933253,2,"[935, 2666]"
GCF_000008865.2,8000,12,1,2666,True,suffix_array,Suffix Array with Candidate Verification,0.008910087999538518,2,"[935, 2666]"
GCF_000008865.2,8000,12,1,2666,True,suffix_tree,Suffix Tree with Backtracking,0.10317512499932491,2,"[935, 2666]"
GCF_000008865.2,8000,12,2,2666,True,brute_force,Brute Force with k mismatches,0.0028900130000693025,1,[2666]
GCF_000008865.2,8000,12,2,2666,True,rabin_karp,Rabin-Karp with Verification,0.007994314000825398,1,[2666]
GCF_000008865.2,8000,12,2,2666,True,kmp,KMP-based Filtering + Verification,0.0022970500012888806,1,[2666]
GCF_000008865.2,8000,12,2,2666,True,boyer_moore,Boyer-Moore with Verification,0.003292306000730605,1,[2666]
GCF_000008865.2,8000,12,2,2666,True,suffix_array,Suffix Array with Candidate Verification,0.012681164000241552,1,[2666]
GCF_000008865.2,8000,12,2,2666,True,suffix_tree,Suffix Tree with Backtracking,0.03254136999930779,1,[2666]
GCF_000008865.2,8000,24,0,2666,True,brute_force,Brute Force with k mismatches,0.0013795300001220312,1,[2666]
GCF_000008865.2,8000,24,0,2666,True,rabin_karp,Rabin-Karp with Verification,0.005373542999222991,1,[2666]
GCF_000008865.2,8000,24,0,2666,True,kmp,KMP-based Filtering + Verification,0.0007058989995130105,1,[2666]
GCF_000008865.2,8000,24,0,2666,True,boyer_moore,Boyer-Moore with Verification,0.0006042069999239175,1,[2666]
GCF_000008865.2,8000,24,0,2666,True,suffix_array,Suffix Array with Candidate Verification,0.010988670999722672,1,[2666]
GCF_000008865.2,8000,24,0,2666,True,suffix_tree,Suffix Tree with Backtracking,0.026996574000804685,1,[2666]
GCF_000008865.2,8000,24,1,2666,True,brute_force,Brute Force with k mismatches,0.0021217460016487166,1,[2666]
GCF_000008865.2,8000,24,1,2666,True,rabin_karp,Rabin-Karp with Verification,0.008230800000092131,1,[2666]
GCF_000008865.2,8000,24,1,2666,True,kmp,KMP-based Filtering + Verification,0.0014146599987725494,1,[2666]
GCF_000008865.2,8000,24,1,2666,True,boyer_moore,Boyer-Moore with Verification,0.0013446779994410463,1,[2666]
GCF_000008865.2,8000,24,1,2666,True,suffix_array,Suffix Array with Candidate Verification,0.010960804000205826,1,[2666]
GCF_000008865.2,8000,24,1,2666,True,suffix_tree,Suffix Tree with Backtracking,0.024610405000203173,1,[2666]
GCF_000008865.2,8000,24,2,2666,True,brute_force,Brute Force with k mismatches,0.0029090799998812145,1,[2666]
GCF_000008865.2,8000,24,2,2666,True,rabin_karp,Rabin-Karp with Verification,0.009543419999317848,1,[2666]
GCF_000008865.2,8000,24,2,2666,True,kmp,KMP-based Filtering + Verification,0.0021067300003778655,1,[2666]
GCF_000008865.2,8000,24,2,2666,True,boyer_moore,Boyer-Moore with Verification,0.002114412000082666,1,[2666]
GCF_000008865.2,8000,24,2,2666,True,suffix_array,Suffix Array with Candidate Verification,0.010906606001299224,1,[2666]
GCF_000008865.2,8000,24,2,2666,True,suffix_tree,Suffix Tree with Backtracking,0.12623139500101388,1,[2666]
GCF_000008865.2,8000,48,0,2666,True,brute_force,Brute Force with k mismatches,0.0014362420006364118,1,[2666]
GCF_000008865.2,8000,48,0,2666,True,rabin_karp,Rabin-Karp with Verification,0.006490952999229194,1,[2666]
GCF_000008865.2,8000,48,0,2666,True,kmp,KMP-based Filtering + Verification,0.0007094609991327161,1,[2666]
GCF_000008865.2,8000,48,0,2666,True,boyer_moore,Boyer-Moore with Verification,0.000807589000032749,1,[2666]
GCF_000008865.2,8000,48,0,2666,True,suffix_array,Suffix Array with Candidate Verification,0.009274526999433874,1,[2666]
GCF_000008865.2,8000,48,0,2666,True,suffix_tree,Suffix Tree with Backtracking,0.026424354000482708,1,[2666]
GCF_000008865.2,8000,48,1,2666,True,brute_force,Brute Force with k mismatches,0.0016456290013593389,1,[2666]
GCF_000008865.2,8000,48,1,2666,True,rabin_karp,Rabin-Karp with Verification,0.0076721289988199715,1,[2666]
GCF_000008865.2,8000,48,1,2666,True,kmp,KMP-based Filtering + Verification,0.001469068000005791,1,[2666]
GCF_000008865.2,8000,48,1,2666,True,boyer_moore,Boyer-Moore with Verification,0.0013966410006105434,1,[2666]
GCF_000008865.2,8000,48,1,2666,True,suffix_array,Suffix Array with Candidate Verification,0.009768522999365814,1,[2666]
GCF_000008865.2,8000,48,1,2666,True,suffix_tree,Suffix Tree with Backtracking,0.024819792999551282,1,[2666]
GCF_000008865.2,8000,48,2,2666,True,brute_force,Brute Force with k mismatches,0.0029333849997783545,1,[2666]
GCF_000008865.2,8000,48,2,2666,True,rabin_karp,Rabin-Karp with Verification,0.009996138998758397,1,[2666]
GCF_000008865.2,8000,48,2,2666,True,kmp,KMP-based Filtering + Verification,0.001989044998481404,1,[2666]
GCF_000008865.2,8000,48,2,2666,True,boyer_moore,Boyer-Moore with Verification,0.0020352100000309292,1,[2666]
GCF_000008865.2,8000,48,2,2666,True,suffix_array,Suffix Array with Candidate Verification,0.010835924998900737,1,[2666]
GCF_000008865.2,8000,48,2,2666,True,suffix_tree,Suffix Tree with Backtracking,0.10107048999998369,1,[2666]
